Vertices,Density,CSR w/o MKL,CSR w/ MKL
1024,0.1,1873
1024,0.2,152.8
1024,0.3,161.8
1024,0.4,161.4
1024,0.5,148.8
1024,0.6,156.8
1024,0.7,200.9
1024,0.8,214.4
1024,0.9,218.5
1024,1,214.7
1024,1.1,216
1024,1.2,208.4
1024,1.3,214.5
1024,1.4,208.9
1024,1.5,210.7
1024,1.6,208.3
1024,1.7,206.8
1024,1.8,206.3
1024,1.9,205.4
1024,2,201.5
1024,2.1,206.5
1024,2.2,203
1024,2.3,201.6
1024,2.4,205.2
1024,2.5,204.2
1024,2.6,201
1024,2.7,200.9
1024,2.8,200.2
1024,2.9,203
1024,3,201.8
2048,0.1,186.9
2048,0.2,187.5
2048,0.3,195.6
2048,0.4,197.2
2048,0.5,202.4
2048,0.6,206.5
2048,0.7,205.2
2048,0.8,212.1
2048,0.9,212.1
2048,1,221.9
2048,1.1,221.1
2048,1.2,226
2048,1.3,231.9
2048,1.4,228.1
2048,1.5,234.8
2048,1.6,232.1
2048,1.7,234.1
2048,1.8,239.8
2048,1.9,242.8
2048,2,248.7
2048,2.1,254.4
2048,2.2,248.3
2048,2.3,260.5
2048,2.4,270.5
2048,2.5,259.5
2048,2.6,268.8
2048,2.7,263.5
2048,2.8,268.1
2048,2.9,270.1
2048,3,276.5
4096,0.1,205.5
4096,0.2,225.9
4096,0.3,235.4
4096,0.4,245.2
4096,0.5,254.5
4096,0.6,267
4096,0.7,284.4
4096,0.8,310.9
4096,0.9,308.6
4096,1,325.2
4096,1.1,344.6
4096,1.2,354.6
4096,1.3,368.2
4096,1.4,384.8
4096,1.5,391.6
4096,1.6,411.3
4096,1.7,432.4
4096,1.8,436.8
4096,1.9,472.6
4096,2,454.8
4096,2.1,474.3
4096,2.2,509.5
4096,2.3,508.3
4096,2.4,518.4
4096,2.5,527.3
4096,2.6,527
4096,2.7,545.1
4096,2.8,555.6
4096,2.9,563.4
4096,3,582.7
8192,0.1,277.6
8192,0.2,320.6
8192,0.3,390
8192,0.4,456.4
8192,0.5,511.5
8192,0.6,572.4
8192,0.7,643
8192,0.8,653.4
8192,0.9,704.6
8192,1,778.9
8192,1.1,804.7
8192,1.2,886
8192,1.3,931.8
8192,1.4,952.6
8192,1.5,1008
8192,1.6,1035
8192,1.7,1081.2
8192,1.8,1117.7
8192,1.9,1190.2
8192,2,1174.7
8192,2.1,1283.3
8192,2.2,1352.3
8192,2.3,1303
8192,2.4,1423.1
8192,2.5,1503
8192,2.6,1488
8192,2.7,1568.2
8192,2.8,1502.7
8192,2.9,1653.7
8192,3,1580.5
16384,0.1,530.7
16384,0.2,806.7
16384,0.3,980.9
16384,0.4,1173.3
16384,0.5,1333
16384,0.6,1486.7
16384,0.7,1682.1
16384,0.8,1836.9
16384,0.9,2086.4
16384,1,2064.8
16384,1.1,1614.6
16384,1.2,2618.8
16384,1.3,2473.3
16384,1.4,2771.3
16384,1.5,2888.7
16384,1.6,2342.5
16384,1.7,3178
16384,1.8,3073
16384,1.9,3198.6
16384,2,3297.7
16384,2.1,3648.4
16384,2.2,3441.9
16384,2.3,3751.3
16384,2.4,3830.4
16384,2.5,3892.8
16384,2.6,3358.8
16384,2.7,4342.9
16384,2.8,4151.8
16384,2.9,4239.2
16384,3,4332.3
32768,0.1,670.9
32768,0.2,2123.4
32768,0.3,2687.2
32768,0.4,3175.1
32768,0.5,3441.7
32768,0.6,3989.5
32768,0.7,4575.9
32768,0.8,4989.1
32768,0.9,4886.5
32768,1,5245.3
32768,1.1,5595.8
32768,1.2,6097.5
32768,1.3,6531.5
32768,1.4,6898.1
32768,1.5,7111.4
32768,1.6,7074.1
32768,1.7,7887.7
32768,1.8,8129.3
32768,1.9,7862.8
32768,2,9101.8
32768,2.1,11439.6
32768,2.2,10873.1
32768,2.3,9703
32768,2.4,10027.6
32768,2.5,11568.6
32768,2.6,14760.2
32768,2.7,14416.6
32768,2.8,9869.6
32768,2.9,10228.9
32768,3,11247.3
65536,0.1,3418.2
65536,0.2,4838.1
65536,0.3,6685.3
65536,0.4,8353.5
65536,0.5,9097.3
65536,0.6,10676.3
65536,0.7,11622.4
65536,0.8,12995.1
65536,0.9,14167.8
65536,1,18686.3
65536,1.1,16059.9
65536,1.2,21056.4
65536,1.3,26792.2
65536,1.4,18821.3
65536,1.5,21517.4
65536,1.6,22196.7
65536,1.7,31007.1
65536,1.8,28920.9
65536,1.9,36772.6
65536,2,38667.7
65536,2.1,45759.3
65536,2.2,49124.8
65536,2.3,63825.9
65536,2.4,38647.8
65536,2.5,58965.4
65536,2.6,60609.1
65536,2.7,43547
65536,2.8,44340.6
65536,2.9,46880.9
65536,3,78428.1
131072,0.1,8492.6
131072,0.2,14957.8
131072,0.3,23678.4
131072,0.4,24121.1
131072,0.5,40951.8
131072,0.6,49712.3
131072,0.7,36027.6
131072,0.8,47680.3
131072,0.9,53858.6
131072,1,112499
131072,1.1,110878
131072,1.2,125716
131072,1.3,119335
131072,1.4,124271
131072,1.5,150292
131072,1.6,176431
131072,1.7,110663
131072,1.8,156796
131072,1.9,181747
131072,2,173214
131072,2.1,110217
131072,2.2,176097
131072,2.3,217773
131072,2.4,229106
131072,2.5,249963
131072,2.6,210889
131072,2.7,260290
131072,2.8,214392
131072,2.9,152758
131072,3,234045
